주소,업소명,업종,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
제주특별자치도 제주시 진남로6길 32,행복맛집,한식_일반,064-758-6788,수제순두부,8000.0,고사리육개장,8000.0,동태탕,8000.0
제주특별자치도 제주시 서광로3길 42 행복한 머리방,행복한 머리방,미용업,064-758-8799,컷트(성인),5000.0,컷트(학생),4000.0,펌(60세이상 염색약 별도),15000.0
제주특별자치도 제주시 월랑로4길 38 1층,허니막창,기타요식업,064-745-9295,허니A세트(막창2+돈차돌1),41000.0,허니B세트(막창2+생오겹1+돈차돌1),57000.0,허니C세트(막창2+생오겹1+한우차돌1),69000.0
제주특별자치도 제주시 비월길 7 (연동),헤어스타일미용실,미용업,064-744-2204,커트,13000.0,염색,20000.0,열펌,40000.0
"제주특별자치도 제주시 월랑로8길 1 301호(노형동, 아란야플라자)",헬로우휘트니스,기타비요식업,,1일권,10000.0,3개월,99000.0,6개월,180000.0
제주특별자치도 제주시 애월읍 애월리 1531 1층,현대미용실,미용업,,커트+드라이,7000.0,파마,25000.0,염색,20000.0
제주특별자치도 제주시 진동로5길 34,화북코끼리만두,한식_일반,064-756-7854,동태탕(뚝배기),9000.0,동태탕(소),25000.0,동태탕(대),35000.0
제주특별자치도 제주시 월랑로 10길 25 (노형동),황금숯불닭갈비,한식_육류,064-746-0745,닭소금구이(320g),14000.0,닭양념구이(320g),14000.0,생오겹살(200g),16000.0
제주특별자치도 제주시 동광로6길 31,효동각,중식,064-751-0089,짜장면,4000.0,짬뽕,5000.0,볶음밥,5000.0
제주특별자치도 제주시 삼봉로 12,후년하우스,한식_일반,064-7559-9292,흙돼지 샤브샤브,13000.0,제주산 말고기,14000.0,,
제주특별자치도 제주시 신성로 13길 26 2층,흑백컬러사진관,기타비요식업,0507-1441-0397,가족사진2인(액자포함),120000.0,비자사진,20000.0,,
제주특별자치도 서귀포시 막동산로 8-3,감미롭다제주,한식_일반,0507-1337-0728,유기농현미채소버섯비빔밥,10000.0,현미면간장기름국수,10000.0,현미면비빔국수,10000.0
제주특별자치도 서귀포시 성산읍 고성동서로45번길 19,고성장터국밥,한식_일반,064-783-3233,국밥,7000.0,고기국수,7000.0,몸국,7000.0
제주특별자치도 서귀포시 동홍중앙로 67,김대감,한식_일반,064-763-2777,생갈비,16000.0,양념갈비,13000.0,,
제주특별자치도 서귀포시 남원읍 일주동로 7147,남원콩나물국밥,한식_일반,064-764-7773,콩나물국밥,5500.0,김치콩나물국밥,6000.0,순두부찌개,6000.0
제주특별자치도 서귀포시 동홍서로 96번길 17 (동홍동),낭만팥집,한식_일반,0507-1404-9625,낭만팥빙수,6000.0,단팥죽,7000.0,,
제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,낯선하루,숙박업,,남성4인도미토리,30000.0,여성4인도미토리,30000.0,,
제주특별자치도 서귀포시 중앙로 79 대광장식당,대광장식당,한식_일반,064-762-9233,순두부,5000.0,만두,5000.0,김치된장찌개,6000.0
제주특별자치도 서귀포시 동문로 53 1층,도담.헤어,미용업,0507-1433-5586,여자커트,15000.0,남자커트,12000.0,파마,50000.0
제주특별자치도 서귀포시 명동로 33 (서귀동),돈하르방,한식_일반,064-733-0786,흑돼지근고기,39000.0,연탄석쇠불고기,11000.0,,
제주특별자치도 서귀포시 중문상로 41 1층,동호갈비,한식_일반,0507-1434-1434,흑돼지 오겹살,23000.0,생갈비,22000.0,양념갈,18000.0
제주특별자치도 서귀포시 신중로 13번길 20,둠비정원,한식_일반,064-739-7787,해물순두부,8000.0,비지탕,8000.0,콩국수,8000.0
제주특별자치도 서귀포시 홍중로 28-1,라피스,양식,0507-1492-5223,치즈토마토파스타,12900.0,베이컨크림파스타,12900.0,쉬림프투움바파스타,12900.0
제주특별자치도 서귀포시 동홍중앙로 58-16,린헤어,미용업,0507-1385-0184,커트,15000.0,염색(뿌염),40000.0,,
제주특별자치도 서귀포시 중앙로 110,맛있는집,한식_일반,064-763-3760,비빔밥,8000.0,순두부,8000.0,,
제주특별자치도 서귀포시 중정로91번길 16,메로식당,한식_일반,064-762-7899,메로매운탕,9000.0,메로지리,9000.0,메로조림(소),25000.0
제주특별자치도 서귀포시 안덕면 화순로 88,명경식당,중식,064-794-9557,탕수육(소),12000.0,짬뽕,7500.0,탕수육(대),18000.0
제주특별자치도 서귀포시 중앙로 101번길 17,미리네국수,한식_일반,0507-1353-4996,고기국수,8000.0,멸치국수,7000.0,국밥,6000.0
제주특별자치도 서귀포시 신서로48번길 49 3층 301호,미미가헤어샵,미용업,064-739-1238,컷트,10000.0,펌,30000.0,염색,30000.0
제주특별자치도 서귀포시 천지연로 3-1,바다해호텔,숙박업,064-762-5300,더블(일반),45000.0,더블(오션),50000.0,트윈,50000.0
제주특별자치도 서귀포시 동문동로 21-1,바당국수,한식_일반,064-733-9259,멸치국수,7000.0,비빔국수,8000.0,,
제주특별자치도 서귀포시 중앙로 198-26,밥의정석,한식_일반,070-8900-0507,흑돼지 정식,11000.0,소고기 된장찌개 정식,9000.0,해물 된장찌개 정식,9000.0
제주특별자치도 서귀포시 성산읍 금백조로 114 1층,백년손님,한식_일반,064-783-3456,국밥,8000.0,고기국수,7000.0,멸치국수,6000.0
제주특별자치도 서귀포시 표선면 서성일로 63,복돼지식당,한식_일반,0507-1330-0290,고사리비빔밥,7000.0,고사리육개장,7000.0,,
제주특별자치도 서귀포시 성산읍 성산중앙로 36,부전식당,한식_일반,064-782-1033,우거지탕,9000.0,돌솥비빔밥,9000.0,갈치국,10000.0
제주특별자치도 서귀포시 표선면 민속해안로 633-6,블루클리프,숙박업,0507-1494-7782,남성도미토리(4인),20000.0,여성도미토리(4인),20000.0,,
제주특별자치도 서귀포시 중정로91번길 41 1층,뽈살집,한식_육류,064-763-6860,흑돼지 특수부위(大 700~750g),69000.0,흑돼지 특수부위(中 400~450g),45000.0,"항정,가브리살,갈매기,뽈살(200g)",15000.0
제주특별자치도 서귀포시 중정로91번길 39-1,뽈살집 별관,한식_육류,064-763-6860,흑돼지 특수부위(大 700~750g),69000.0,흑돼지 특수부위(中 400~450g),45000.0,"항정,가브리살,갈매기,뽈살(200g)",15000.0
제주특별자치도 서귀포시 중정로91번길 41 2층,뽈살집 제주본점,한식_육류,064-763-6860,흑돼지 특수부위(大 700~750g),69000.0,흑돼지 특수부위(中 400~450g),45000.0,"항정,가브리살,갈매기,뽈살(200g)",15000.0
제주특별자치도 서귀포시 중앙로 42번길 33,뽕뽕식당,한식_일반,064-733-6639,냉면,7000.0,칼국수,5000.0,된장찌개,6000.0
제주특별자치도 서귀포시 문부로 4 (동홍동),삼겹살파티,한식_일반,064-732-3077,생오겹살,15000.0,두루치기,7000.0,,
제주특별자치도 서귀포시 솜반천로 14-1,삼화이용원,이용업,,커트,14000.0,염색,14000.0,,
제주특별자치도 서귀포시 예래로 436-1,상하이예래점,중식,064-738-5590,자장면,6000.0,짬뽕,7000.0,우동,7000.0
제주특별자치도 서귀포시 안덕면 화순해안로 63,새물국수,한식_일반,,돔베고기 大,15000.0,돔베고기 小,8000.0,멸치국수,7000.0
제주특별자치도 서귀포시 태평로 406,새서울두루치기,한식_일반,064-732-4211,흑돼지두루치기,7000.0,낙지두루치기,7000.0,,
제주특별자치도 서귀포시 산방로 7,생원전복,한식_일반,064-792-2109,돈샤브,13000.0,성게비빔밥,20000.0,,
제주특별자치도 서귀포시 동홍중앙로 17,서울불고기,한식_일반,064-763-6555,서울불고기,11000.0,소고기 육개장,7000.0,,
제주특별자치도 서귀포시 일주동로 8184,성광식당,한식_일반,064-767-4110,김치찌개,11000.0,내장탕,6000.0,순두부,6000.0
제주특별자치도 서귀포시 성산읍 고성동서로 13-7,성산에 오거들랑,숙박업,064-784-2692,2인실,49000.0,3인실,69000.0,4인실(게스트하우스)1인가격,20000.0
제주특별자치도 서귀포시 성산읍 성산중앙로 34,성산일출콘도민박,숙박업,064-784-3125,1인실,30000.0,2인실,40000.0,3인실,50000.0
제주특별자치도 서귀포시 성산읍 동류암로36번길 6,성환이네,한식_일반,0507-1390-5201,보리밥(비빔밥),6000.0,닭칼국수,7000.0,닭곰탕,8000.0
제주특별자치도 서귀포시 중앙로 4번길 4,소리헤어샵,미용업,064-762-0806,일반펌,30000.0,염색,30000.0,,
제주특별자치도 서귀포시 칠십리로 485번길 2 지하1층,소천지,한식_일반,064-733-5403,돈까스,9000.0,두루치기,9000.0,,
제주특별자치도 서귀포시 남원읍 태위로 657 스피드세탁소,스피드세탁소,세탁업,064-764-4071,양복,8000.0,이불,10000.0,,
제주특별자치도 서귀포시 천지로 33 (서귀동),슬로시티게스트하우스,숙박업,064-732-1286,6인실(1베드),17000.0,4인실(1베드),19000.0,1인싱글룸,30000.0
제주특별자치도 서귀포시 강정하로 102 (강정동),신선국수,한식_일반,064-739-2590,비빔국수,7000.0,보말칼국수,8000.0,,
제주특별자치도 서귀포시 중앙로 71번길 4,신영음식점,한식_일반,064-763-3022,된장찌개,7000.0,순두부,7000.0,,
제주특별자치도 서귀포시 흙담솔로 20 아름다운풍경미용실,아름다운풍경미용실,미용업,064-732-8858,펌,30000.0,염색,30000.0,컷트,10000.0
제주특별자치도 서귀포시 이중섭로 5-7 영미용실,영미용실,미용업,064-762-8043,파마,30000.0,커트,10000.0,올림머리,30000.0
제주특별자치도 서귀포시 상효동 1298-3,영천 이용원,이용업,064-732-7683,커트,13000.0,이발,17000.0,,
제주특별자치도 서귀포시 중앙로 154 1층,영춘반점,중식,0507-1420-5156,짜장,5000.0,짬뽕,7000.0,,
제주특별자치도 서귀포시 솜반천로 14번길 3 2층,오규동,한식_일반,064-733-0590,규동,5900.0,부타동,5900.0,김치동,5900.0
제주특별자치도 서귀포시 중문상로 87 (중문동),오또도넛,기타요식업,064-904-1516,오리지널글레이즈도넛,1500.0,시나몬슈가케인도넛,1800.0,,
제주특별자치도 서귀포시 신서귀로 42,오아시스,한식_일반,064-739-2292,수제돈까스,10000.0,돌솥비빔밥,10000.0,,
제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),오일장왕십리식당,한식_일반,064-733-0105,고기국밥,7000.0,순대국밥,7000.0,,
제주특별자치도 서귀포시 중문로28 (),웰빙이용원,이용업,064-738-6444,컷트,12000.0,면도,12000.0,염색,15000.0
제주특별자치도 서귀포시 중앙로71번길 4 1층,육회포차,한식_일반,064-763-9977,육회비빔밥,8000.0,튀김우동,8000.0,육회,14000.0
제주특별자치도 서귀포시 중정로91번길 53-1 (서귀동),윤경미용실,미용업,064-762-1954,커트,10000.0,펌(기본),25000.0,,
제주특별자치도 서귀포시 중앙로48번길 8-1 (서귀동),은서헤어샵,미용업,064-762-5458,커트,10000.0,드라이,7000.0,파마,35000.0
제주특별자치도 서귀포시 대정읍 상모로 323,인순이미용실,미용업,064-794-3123,커트,13000.0,파마,25000.0,드라이,5000.0
제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),일번지식당,한식_일반,064-733-0686,정식,6000.0,순대국밥,7000.0,,
제주특별자치도 서귀포시 천제연로 49,장원민박,숙박업,064-738-1110,8평,25000.0,10평,30000.0,,
제주특별자치도 서귀포시 동홍서로 97-1,정스터디카페,기타비요식업,0507-1307-9106,자유석 기간권(14일),60000.0,자유석 기간권(28일),100000.0,정액시간권 50시간(2개월),60000.0
제주특별자치도 서귀포시 일주동로 8697 (서귀동),제주면옥,한식_일반,064-732-3252,만두백반,7000.0,왕만두,7000.0,떡만둣국,7000.0
제주특별자치도 서귀포시 중문상로 207-13,제주에코 스위츠,숙박업,064-738-9975,"디럭스 스위트룸(평일, 비수기)",89000.0,"디럭스 스위트룸(주말, 비수기)",105000.0,"자쿠지스위트룸(평일, 비수기)",99000.0
제주특별자치도 서귀포시 중앙로 150번길 23 1층(동홍동),제주제일밀면,한식_면류,064-762-2789,밀면,7000.0,비빔면,7000.0,,
제주특별자치도 서귀포시 대정읍 신영로129-2,제주콩순옥,한식_일반,064-792-8585,두부전골,35000.0,갈비찜,35000.0,갈비찜정식,13000.0
제주특별자치도 서귀포시 중산간동로 7936 1층,제쭈,기타요식업,064-733-5878,유부우동,5800.0,쭈꾸미덮밥,7800.0,열무냉국수,5800.0
제주특별자치도 서귀포시 일주동로 9217 (법환동),줄서서먹는짜장신시가지점,중식,064-738-6465,환경짜장,5000.0,짬뽕,7000.0,,
제주특별자치도 서귀포시 서문로 30 (서귀동),중화요리 궁,중식,064-763-2280,짜장면,5000.0,탕수육(소),10000.0,,
제주특별자치도 서귀포시 칠십리로 474,차이나마씸,중식,064-732-7155,짜장,6000.0,짬뽕,8000.0,,
제주특별자치도 서귀포시 천제연로 154-1 (중문동),킹마트분식,한식_일반,064-738-3985,순두부찌개,7000.0,된장찌개,7000.0,,
제주특별자치도 서귀포시 하신상로 148 1층,탐나는식당몸국고사리해장국,한식_일반,0507-1392-8275,몸국,9000.0,고사리해장국,9000.0,흑돼지고기튀김,7000.0
제주특별자치도 서귀포시 남원읍 태위로 684 1층,투빅커피,기타요식업,064-764-1132,아메리카노hot,1500.0,아메리카노ICE,1800.0,카페라떼,2900.0
제주특별자치도 서귀포시 동부로 4,한동네,한식_일반,064-732-4573,성게보말칼국수,12000.0,비빔국수,6000.0,,
제주특별자치도 서귀포시 표선면 세성로 265,한아름식당,한식_일반,064-787-5403,돼지고기,12000.0,,,,
제주특별자치도 서귀포시 남원읍 한신로 280,해바라기,한식_일반,064-764-9909,두루치기,8000.0,된장찌개,8000.0,,
제주특별자치도 서귀포시 성산읍 일출로 260,해오름식당,한식_일반,064-782-2256,해오름정식,10000.0,해물뚝배기,13000.0,문어라면,8000.0
제주특별자치도 서귀포시 안덕면 화순리345,화순새마을목욕탕,목욕업,064-710-8884,목욕비 대인,5000.0,목욕비 소인,2000.0,,
강원특별자치도 춘천시 안마산로 216 (퇴계동),가고파미용실,미용업,033-262-9488,커트,5000.0,염색,10000.0,펌,15000.0
강원특별자치도 춘천시 신북읍 율문길 105 1층,가위소리 머리방,미용업,033-243-2969,커트,12000.0,펌,25000.0,염색,25000.0
강원특별자치도 춘천시 동내면 거두택지길4번길 7-13 1층,감돈,한식_육류,0507-1319-9297,삼겹살(180g),14000.0,가브리살(180g),15000.0,항정살(180g),15000.0
강원특별자치도 춘천시 충혼길52번길 20-4 (온의동),강남동골목원조닭갈비,한식_육류,0507-1400-5909,닭갈비(300g),13000.0,닭내장(300g),13000.0,,
강원특별자치도 춘천시 춘천로68번길 10 (효자동),개성시대미용실,미용업,033-256-9304,커트,8000.0,염색,30000.0,펌,30000.0
강원특별자치도 춘천시 스포츠타운길 340 (강남동),계림산장,숙박업,033-254-7392,특실(1인),30000.0,특실(2인),35000.0,,
강원특별자치도 춘천시 공지로 439번길 16-4 (근화동),골목손두부,한식_일반,033-256-6259,두부전골,9000.0,비지찌개,8000.0,청국장,8000.0
강원특별자치도 춘천시 백령로138번길 55 (효자동),곱돌생삼겹살,한식_육류,033-255-4241,생삼겹살(200g),10000.0,생목살(200g),10000.0,항정살(200g),14000.0
강원특별자치도 춘천시 소양로 108 (소양동),광치해장국,한식_일반,033-253-1100,선지해장국,5000.0,콩나물해장국,5000.0,우거지해장국,5000.0
강원특별자치도 춘천시 삭주로 130 (후평동),국수나라,한식_일반,033-243-5671,김치찌개,6000.0,비빔국수,5000.0,된장찌개,6000.0
강원특별자치도 춘천시 남춘로 36번길 48 (퇴계동),국수닭,한식_면류,033-262-6399,닭국수,6500.0,얼큰닭국수,7500.0,초계국수,7500.0
강원특별자치도 춘천시 솟발1길 12 (퇴계동) 퇴계동,굴뚝 통영돌솥국밥,한식_일반,033-264-9993,굴국밥,9000.0,뚝불,9000.0,굴영양솥밥,10000.0
강원특별자치도 춘천시 동내면 고은길 168 2층,그랑블루바다향기칼국수,한식_면류,033-263-2801,해물칼국수,8000.0,얼큰칼국수,8000.0,야채비빔밥,8000.0
강원특별자치도 춘천시 서면 박사로 928 1층,금산닭갈비,한식_육류,033-243-3206,닭갈비,12000.0,닭내장,12000.0,막국수,7000.0
강원특별자치도 춘천시 동면 금옥길 289-27 1층,금옥,한식_일반,033-241-1791,막국수,8000.0,돼지 곰탕,9000.0,동치미 막국수,8000.0
강원특별자치도 춘천시 동내면 춘천순환로94번길 15,김태경헤어갤러리,미용업,033-262-6166,커트,10000.0,펌,40000.0,드라이,10000.0
강원특별자치도 춘천시 서부대성로57번길2 (옥천동),낭만국수집,한식_일반,033-251-5688,돌솥비빔밥,8000.0,제육덮밥,8000.0,카레덮밥,8000.0
강원특별자치도 춘천시 명동길29번길 3 (죽림동),낭만국시,한식_일반,033-252-6255,칼국수,7000.0,잔치국시,7000.0,비빔국시,7000.0
강원특별자치도 춘천시 행촌로 58 1층(퇴계동),냉돈,한식_육류,033-253-5538,냉동삼겹살(200g),12000.0,김치찌개,6000.0,된장찌개,4000.0
강원특별자치도 춘천시 영서로2279번길 25 (온의동),누이네,일식,033-251-2261,회덮밥,9000.0,구이백반,10000.0,알탕,10000.0
강원특별자치도 춘천시 신북읍 신샘밭로 502,달콤한게으름,기타요식업,0507-1359-7877,아메리카노,4000.0,카페라떼,4500.0,바닐라라떼,5000.0
강원특별자치도 춘천시 춘주로91번길 10 (온의동),더밥,한식_일반,033-242-2178,제육덮밥,8900.0,오므라이스,8900.0,불고기필라프,8900.0
강원특별자치도 춘천시 동내면 영서로 1747 1층,동네미용실,미용업,033-262-3257,커트,10000.0,염색,25000.0,펌,25000.0
"강원특별자치도 춘천시 동부시장길 8 지하1층 3호(운교동, 동부시장현대아파트)",동부지짐이다정,한식_일반,0507-1339-3946,삼겹살(200g),12000.0,뭉텅찌개(4인분),20000.0,오징어볶음(3인분),15000.0
강원특별자치도 춘천시 효제길 36 (효자동),동이만두,한식_일반,033-255-3633,김치찌개,6000.0,잔치국수,5000.0,제육볶음,7000.0
강원특별자치도 춘천시 중앙로37-3 (중앙로1가),뚝배기마을,한식_일반,033-255-5455,된장찌개,7000.0,김치찌개,7000.0,두부찌개,7000.0
강원특별자치도 춘천시 공지로 387 지하층(약사동),롯데자율식당,한식_일반,0507-1395-5955,한식뷔페,7000.0,,,,
강원특별자치도 춘천시 명동길29번길 4-5 (죽림동),만리향,중식,033-251-2227,짜장면,5000.0,짬뽕,6000.0,탕수육(소),9000.0
강원특별자치도 춘천시 복골길6번길 21 1층(후평동),메이카드,기타요식업,0507-1391-1402,아메리카노,3500.0,딸기라떼,4500.0,배도라지대추생강청 티,4000.0
강원특별자치도 춘천시 충혼길44번길 18 (온의동),미라네해물칼국수,한식_면류,033-252-2205,장칼국수,8000.0,돼지김치두루치기,9000.0,,
강원특별자치도 춘천시 춘천로213번길 9 (효자동),바위목욕탕,목욕업,033-253-3610,대인,8000.0,소인,6000.0,,
강원특별자치도 춘천시 서부대성로44번길 19 (요선동),바탕골분식,한식_일반,033-254-3564,김치찌개,7000.0,된장찌개,7000.0,산채비빔밥,7000.0
강원특별자치도 춘천시 서면 박사로 839,박사로냉면,한식_면류,0507-1399-2411,냉면,7000.0,갈비만두,4000.0,,
강원특별자치도 춘천시 서부대성로 126-1 1층(운교동),박설매미용실,미용업,,커트,10000.0,파마,20000.0,염색,15000.0
강원특별자치도 춘천시 춘천로309번길 7 (후평동),박혜숙헤어,미용업,033-257-1360,커트,10000.0,펌,30000.0,염색,30000.0
강원특별자치도 춘천시 서부대성로 239번길 4 (효자동),밥보네집,한식_일반,033-255-2123,제육볶음정식,6000.0,닭볶음정식,6000.0,오징어볶음정식,6000.0
강원특별자치도 춘천시 중앙로 63-1 2층(중앙로2가),밥짓는마을,한식_일반,033-242-2624,한식뷔페,7000.0,,,,
강원특별자치도 춘천시 백령로 182 1층(후평동),백령밥집,한식_일반,033-241-2287,가정식백반,6000.0,된장찌개,6000.0,김치찌개,6000.0
강원특별자치도 춘천시 서부대성로227번길 3-1 (효자동),봉수닭갈비,한식_육류,033-252-8136,닭갈비(300g),13500.0,닭내장(300g),13500.0,막국수,6000.0
강원특별자치도 춘천시 서부대성로239번길 8 (효자동),봉실스넥,한식_일반,033-251-6890,왕돈가스,6000.0,비빔밥,5000.0,순두부찌개,5000.0
강원특별자치도 춘천시 영서로2279번길 24 (온의동),부진전,한식_일반,033-256-5989,두루치기,9000.0,제육돌솥밥,10000.0,,
강원특별자치도 춘천시 안마산로 213 (퇴계동),불발탄,한식_육류,033-263-9293,양구이(200g),22000.0,대창구이(200g),18000.0,갈매기살(150g),12000.0
강원특별자치도 춘천시 옥천길54번길 26-1 (옥천동),블루밍,기타요식업,,아메리카노,2000.0,아이스아메리카노,2500.0,카페라떼,3000.0
강원특별자치도 춘천시 춘천로170번길 8 1층(운교동),삼남매,한식_일반,033-637-5770,가정식백반,8000.0,주물럭백반,8000.0,,
강원특별자치도 춘천시 신북읍 상천3길 11,서울파크,숙박업,033-244-5400,평일,35000.0,주말,45000.0,,
강원특별자치도 춘천시 효석로67번길 25 (석사동),석사반점,중식,033-262-2354,자장면,4000.0,짬뽕,5000.0,볶음밥,5000.0
강원특별자치도 춘천시 신흥길5번길 8-6 1층(우두동),송혜진미용실,미용업,,커트,9000.0,펌,20000.0,염색,20000.0
강원특별자치도 춘천시 명동길 43 (죽림동),수제돈가스,한식_일반,033-254-5074,돈가스정식,7000.0,돈가스 포장,4000.0,,
강원특별자치도 춘천시 공지로 432-1 (근화동),숙미용실,미용업,033-253-9217,커트,5000.0,펌,20000.0,염색,15000.0
강원특별자치도 춘천시 동면 가산로 153,시네마모텔,숙박업,033-241-1575,일반실(평일),40000.0,준특실(평일),50000.0,,
강원특별자치도 춘천시 춘천순환로 42 상가동 101호 (석사동),쌍다리이용소,미용업,033-262-5087,커트,5000.0,염색,5000.0,,
강원특별자치도 춘천시 벌말길 64 (석사동),아무거나,한식_일반,033-262-6827,김치찌개(2인분),15000.0,두루치기(2인분),15000.0,부대찌개(2인분),15000.0
강원특별자치도 춘천시 남춘로25번길 4-1 1층(퇴계동),안가네밥집,한식_일반,033-255-0528,두부전골,7000.0,바지락칼국수,7000.0,김치찌개,7000.0
강원특별자치도 춘천시 공지로 384-9 (약사동),약사촌 닭갈비,한식_육류,033-256-9255,뼈없는닭갈비(300g),15000.0,닭내장(300g),15000.0,,
강원특별자치도 춘천시 동면 만천양지길 114,양지뜨락,한식_일반,033-244-6690,손두부전골,8000.0,제육볶음,8000.0,돼지갈비(300g),12000.0
강원특별자치도 춘천시 금강로83번길 6 (운교동),언덕집,한식_일반,033-256-2220,보리밥부페,6000.0,김치찌개,6000.0,된장찌개,6000.0
강원특별자치도 춘천시 충혼길52번길 20-23 (온의동),연화각,중식,033-256-5863,짜장면,6000.0,짬뽕,8000.0,,
강원특별자치도 춘천시 향교앞길 4 (교동),옛촌,한식_일반,033-254-1511,백반,8000.0,김치찌개,8000.0,두부전골,9000.0
"강원특별자치도 춘천시 옛경춘로 492 101호(칠전동, 대우아파트상가)",오드리 햅번,미용업,033-252-0111,커트,13000.0,펌,40000.0,염색,40000.0
강원특별자치도 춘천시 서부대성로227번길 24 (효자동) 2층,오믈하우스,한식_일반,0507-1363-1331,오므라이스,5000.0,데미그라스오므라이스,5500.0,크림오므라이스,6500.0
"강원특별자치도 춘천시 삭주로 150 3,4층(후평동)",올큐브독서실,기타비요식업,033-252-5558,1인실 한달,10000.0,1인실 하루,7000.0,,
강원특별자치도 춘천시 명동길 46-1 (중앙로3가),와송칼국수,한식_면류,033-255-7600,칼국수,6500.0,장칼국수,6500.0,바지락국수,7500.0
강원특별자치도 춘천시 석사길 15 (석사동),왕가,한식_일반,033-261-0559,한식뷔페,6000.0,,,,
강원특별자치도 춘천시 중앙로 77-2 (중앙로2가),왕언니네미장원,미용업,,커트,8000.0,펌,20000.0,염색,20000.0
강원특별자치도 춘천시 춘천로 195 (효자동) 1층,왕짱구,한식_일반,033-254-4862,꼬마김밥(8줄),3500.0,만두(10개),3500.0,,
강원특별자치도 춘천시 벌말길 54-1 (석사동),우두동밥집,한식_일반,033-255-5999,한식뷔페,8000.0,,,,
강원특별자치도 춘천시 후석로45번길 15 (석사동),우리순대국,한식_일반,033-252-9545,순대국,8000.0,육개장,8000.0,내장탕,12000.0
강원특별자치도 춘천시 후석로 591 (소양로1가),원식이네손칼국수,한식_면류,033-257-5652,해물칼국수,8000.0,콩나물밥,7000.0,,
강원특별자치도 춘천시 퇴계로 63-1 (퇴계동),유봉해물찜,한식_일반,033-243-3323,아구찜(소),25000.0,해물찜(소),35000.0,해물탕(소),35000.0
강원특별자치도 춘천시 충열로 10-5 (우두동),이미경헤어클릭,미용업,033-253-0028,커트,10000.0,염색,30000.0,펌,35000.0
강원특별자치도 춘천시 우석로 14-1 (석사동),이서냉면,한식_면류,0507-1487-4040,냉면,7000.0,왕만두,5000.0,,
강원특별자치도 춘천시 새롬공원길 25 (석사동),임가네,한식_육류,033-262-5245,소고기뭇국,8000.0,매운소고기뭇국,9000.0,,
강원특별자치도 춘천시 춘주로147번길 12-6 (퇴계동),장군닭갈비,한식_육류,033-241-8342,닭갈비(300g),12000.0,닭내장,12000.0,,
강원특별자치도 춘천시 춘주로92번길 11 (온의동),진미용실,미용업,033-256-8485,커트,10000.0,염색,20000.0,펌,25000.0
강원특별자치도 춘천시 지석로 80 286호 (시너스카펠라 복합빌딩),짱미용실,미용업,033-269-7855,커트,10000.0,펌,25000.0,염색,20000.0
강원특별자치도 춘천시 영서로2279번길 25 (온의동),천하일미 닭갈비,한식_일반,033-253-2538,닭갈비(300g),12000.0,닭내장(300g),12000.0,,
강원특별자치도 춘천시 동내면 영서로 1776,촌닭곰탕,한식_일반,0507-1409-9631,닭곰탕,7000.0,닭개장,8000.0,얼큰닭전골(1인분),10000.0
강원특별자치도 춘천시 우묵길 52 (퇴계동),춘천뒷고기,한식_육류,033-251-0430,뒷고기(180g),13000.0,덜미살(200g),14000.0,뽈살(180g),13000.0
강원특별자치도 춘천시 효자로 42 (효자동),춘천민물횟집,일식,033-252-3383,송어(1kg),26000.0,향어(1kg),26000.0,매운탕(소),18000.0
강원특별자치도 춘천시 공지로 61-4 (석사동),춘천집,한식_일반,033-264-2313,물냉면,9000.0,비빔냉면,9000.0,뚝배기떡만두국,9000.0
강원특별자치도 춘천시 서부대성로48번길 11-1 (요선동),춘천커피,기타요식업,033-241-5274,아메리카노,2000.0,녹차라떼,2000.0,쌍화탕,5000.0
강원특별자치도 춘천시 동내면 학곡서길 19 1층,카페 학곡,기타요식업,,아메리카노,4500.0,카페라떼,5000.0,바닐라라떼,5500.0
강원특별자치도 춘천시 춘천로81번길 38 (약사동),큰별미용실,미용업,033-244-5538,커트,5000.0,파카,20000.0,염색,20000.0
강원특별자치도 춘천시 춘주로92번길 9-3 (온의동),팔도숯불구이,한식_육류,033-242-5885,생삼겹(200g),14000.0,돼지갈비(300g),14000.0,생목살(200g),14000.0
강원특별자치도 춘천시 낙원길 50 (중앙로 2가),펑펑펑미용실,미용업,033-251-2252,커트,7000.0,염색,25000.0,펌,20000.0
강원특별자치도 춘천시 우묵길56번길 12 (퇴계동),하나축산 정육식당,한식_육류,033-257-4534,생오겹살(국내산 200g),12000.0,생목살(국내산 200g),12000.0,갈매기살(국내산 200g),12900.0
강원특별자치도 춘천시 후석로369번길 2 (후평동),하마집,한식_일반,033-257-4233,가정식백반,6000.0,제육쌈밥,8000.0,두부전골,7000.0
강원특별자치도 춘천시 만천로199번길 30 (후평동),함지박,한식_일반,0507-1409-1195,그냥주물럭,7000.0,두부찌개백반,7000.0,고등어구이,8000.0
강원특별자치도 춘천시 효자로24번길 12 (퇴계동),해미담,한식_육류,033-241-7376,제주흑돼지오겹살(180g),18000.0,고추장삼겹살(200g),14000.0,돼지갈비(200g),14000.0
강원특별자치도 춘천시 둥지길 4 (효자동),행복한두부,한식_일반,033-255-7710,두부찌개,8000.0,순두부,8000.0,부대찌개,9000.0
